phone_id,phone_number,client_id,phoneType_id
2580,+48 691 087 071,2580,1
2581,+48 796 049 382,2581,1
2582,782 684 466,2582,1
2583,+48 518 381 238,2583,1
2584,+48 780 504 431,2584,1
2585,691 195 522,2585,1
2586,+48 579 257 830,2586,1
2587,605 880 716,2587,1
2588,573 609 358,2588,1
2589,884 421 658,2589,1
2590,+48 734 012 829,2590,1
2591,+48 32 748 01 74,2591,1
2592,+48 792 245 053,2592,1
2593,+48 32 891 44 93,2593,1
2594,+48 730 619 600,2594,1
2595,512 600 792,2595,1
2596,+48 781 658 672,2596,1
2597,+48 22 758 30 61,2597,1
2598,+48 32 224 75 37,2598,1
2599,511 647 843,2599,1
2600,32 532 83 19,2600,1
2601,514 717 245,2601,1
2602,514 598 550,2602,1
2603,+48 604 512 802,2603,1
2604,605 188 793,2604,1
2605,+48 516 537 926,2605,1
2606,+48 884 604 142,2606,1
2607,+48 881 606 494,2607,1
2608,698 136 315,2608,1
2609,604 994 959,2609,1
2610,784 171 595,2610,1
2611,+48 531 473 365,2611,1
2612,503 027 304,2612,1
2613,662 257 004,2613,1
2614,889 219 744,2614,1
2615,+48 22 251 71 01,2615,1
2616,515 975 520,2616,1
2617,727 296 271,2617,1
2618,+48 533 292 641,2618,1
2619,789 417 024,2619,1
2620,+48 785 042 931,2620,1
2621,+48 695 902 678,2621,1
2622,+48 663 251 642,2622,1
2623,601 906 501,2623,1
2624,605 981 426,2624,1
2625,530 236 340,2625,1
2626,539 448 022,2626,1
2627,+48 669 604 997,2627,1
2628,+48 734 991 336,2628,1
2629,696 577 367,2629,1
2630,+48 579 769 183,2630,1
2631,+48 32 087 69 72,2631,1
2632,+48 536 812 285,2632,1
2633,517 758 071,2633,1
2634,32 372 29 12,2634,1
2635,885 792 007,2635,1
2636,736 658 260,2636,1
2637,503 278 858,2637,1
2638,609 513 296,2638,1
2639,723 834 060,2639,1
2640,+48 22 664 25 56,2640,1
2641,516 205 167,2641,1
2642,790 810 439,2642,1
2643,739 442 740,2643,1
2644,+48 726 324 325,2644,1
2645,32 235 02 16,2645,1
2646,+48 738 488 791,2646,1
2647,32 973 40 16,2647,1
2648,+48 736 716 036,2648,1
2649,+48 536 342 327,2649,1
2650,785 838 007,2650,1
2651,+48 793 712 215,2651,1
2652,506 858 441,2652,1
2653,+48 572 743 956,2653,1
2654,+48 577 262 673,2654,1
2655,881 470 796,2655,1
2656,604 786 503,2656,1
2657,+48 730 179 649,2657,1
2658,787 266 657,2658,1
2659,+48 508 475 775,2659,1
2660,+48 664 733 162,2660,1
2661,665 155 528,2661,1
2662,698 521 311,2662,1
2663,+48 780 272 993,2663,1
2664,+48 783 296 062,2664,1
2665,729 160 896,2665,1
2666,507 839 785,2666,1
2667,516 949 076,2667,1
2668,+48 32 999 20 39,2668,1
2669,+48 697 348 780,2669,1
2670,+48 669 081 456,2670,1
2671,32 458 76 81,2671,1
2672,579 096 731,2672,1
2673,723 362 999,2673,1
2674,+48 725 728 588,2674,1
2675,+48 799 454 771,2675,1
2676,+48 501 039 260,2676,1
2677,+48 570 723 506,2677,1
2678,509 134 856,2678,1
2679,32 679 87 62,2679,1
2680,+48 32 103 68 55,2680,1
2681,+48 518 724 182,2681,1
2682,+48 32 863 58 16,2682,1
2683,737 937 866,2683,1
2684,+48 578 974 913,2684,1
2685,+48 601 320 756,2685,1
2686,+48 534 813 205,2686,1
2687,+48 666 618 555,2687,1
2688,+48 883 686 006,2688,1
2689,788 147 070,2689,1
2690,530 139 679,2690,1
2691,736 264 971,2691,1
2692,570 318 580,2692,1
2693,698 737 092,2693,1
2694,+48 691 392 829,2694,1
2695,22 234 67 03,2695,1
2696,699 118 960,2696,1
2697,889 210 627,2697,1
2698,730 226 148,2698,1
2699,519 765 657,2699,1
2700,501 294 985,2700,1
2701,+48 535 179 774,2701,1
2702,+48 884 432 444,2702,1
2703,660 450 127,2703,1
2704,+48 574 247 262,2704,1
2705,+48 600 215 791,2705,1
2706,513 633 960,2706,1
2707,531 328 922,2707,1
2708,788 140 006,2708,1
2709,738 812 407,2709,1
2710,+48 32 473 24 36,2710,1
2711,+48 788 063 246,2711,1
2712,+48 608 775 518,2712,1
2713,32 343 93 67,2713,1
2714,+48 607 100 995,2714,1
2715,+48 32 579 16 46,2715,1
2716,693 914 942,2716,1
2717,579 086 879,2717,1
2718,+48 32 656 38 26,2718,1
2719,539 201 397,2719,1
2720,601 738 390,2720,1
2721,608 494 862,2721,1
2722,+48 532 287 580,2722,1
2723,506 288 806,2723,1
2724,739 556 995,2724,1
2725,+48 660 524 210,2725,1
2726,511 302 802,2726,1
2727,739 822 562,2727,1
2728,+48 531 910 906,2728,1
2729,881 078 859,2729,1
2730,733 186 704,2730,1
2731,692 974 552,2731,1
2732,691 202 972,2732,1
2733,608 553 712,2733,1
2734,690 597 873,2734,1
2735,+48 518 327 051,2735,1
2736,570 590 466,2736,1
2737,795 519 419,2737,1
2738,+48 664 324 739,2738,1
2739,798 119 598,2739,1
2740,+48 22 476 01 86,2740,1
2741,+48 885 829 334,2741,1
2742,+48 736 605 941,2742,1
2743,+48 722 063 297,2743,1
2744,+48 695 567 821,2744,1
2745,+48 572 375 216,2745,1
2746,+48 517 331 134,2746,1
2747,+48 662 630 842,2747,1
2748,534 776 346,2748,1
2749,32 204 47 50,2749,1
2750,793 548 371,2750,1
2751,+48 504 343 608,2751,1
2752,572 522 469,2752,1
2753,+48 786 213 896,2753,1
2754,791 377 036,2754,1
2755,+48 574 704 050,2755,1
2756,729 216 962,2756,1
2757,32 630 39 18,2757,1
2758,+48 697 041 746,2758,1
2759,+48 32 693 41 94,2759,1
2760,+48 32 976 31 55,2760,1
2761,+48 32 908 44 27,2761,1
2762,+48 723 190 215,2762,1
2763,+48 532 167 518,2763,1
2764,+48 788 690 543,2764,1
2765,664 600 309,2765,1
2766,32 045 44 26,2766,1
2767,+48 22 254 32 41,2767,1
2768,+48 22 658 11 57,2768,1
2769,+48 22 297 60 38,2769,1
2770,+48 669 571 784,2770,1
2771,+48 883 996 559,2771,1
2772,699 652 541,2772,1
2773,22 542 15 03,2773,1
2774,+48 504 229 794,2774,1
2775,+48 574 335 919,2775,1
2776,577 510 924,2776,1
2777,699 866 561,2777,1
2778,+48 516 687 580,2778,1
2779,539 228 035,2779,1
2780,+48 690 065 454,2780,1
2781,579 440 650,2781,1
2782,722 453 277,2782,1
2783,662 122 182,2783,1
2784,512 593 993,2784,1
2785,+48 780 365 359,2785,1
2786,+48 665 907 627,2786,1
2787,+48 723 510 968,2787,1
2788,691 335 466,2788,1
2789,22 902 55 10,2789,1
2790,+48 538 381 901,2790,1
2791,+48 885 913 486,2791,1
2792,739 749 615,2792,1
2793,+48 794 444 992,2793,1
2794,665 555 912,2794,1
2795,+48 697 392 183,2795,1
2796,+48 604 209 398,2796,1
2797,+48 22 108 96 12,2797,1
2798,574 860 032,2798,1
2799,+48 510 194 941,2799,1
2800,22 540 24 63,2800,1
2801,578 046 399,2801,1
2802,+48 32 803 57 08,2802,1
2803,+48 698 044 846,2803,1
2804,+48 514 517 294,2804,1
2805,32 289 46 76,2805,1
2806,+48 533 931 398,2806,1
2807,606 261 649,2807,1
2808,720 937 521,2808,1
2809,608 329 426,2809,1
2810,+48 573 905 509,2810,1
2811,+48 532 017 285,2811,1
2812,+48 511 558 887,2812,1
2813,666 630 871,2813,1
2814,+48 607 777 117,2814,1
2815,+48 698 145 173,2815,1
2816,734 622 303,2816,1
2817,+48 533 393 169,2817,1
2818,+48 791 355 538,2818,1
2819,500 097 129,2819,1
2820,+48 32 924 87 39,2820,1
2821,+48 536 539 035,2821,1
2822,+48 22 937 22 30,2822,1
2823,+48 602 322 256,2823,1
2824,+48 605 778 065,2824,1
2825,+48 515 969 175,2825,1
2826,732 751 137,2826,1
2827,+48 571 050 444,2827,1
2828,695 786 754,2828,1
2829,32 344 58 91,2829,1
2830,+48 503 138 544,2830,1
2831,32 542 45 41,2831,1
2832,780 051 810,2832,1
2833,518 563 807,2833,1
2834,+48 735 196 610,2834,1
2835,+48 608 689 681,2835,1
2836,+48 32 077 39 59,2836,1
2837,509 479 543,2837,1
2838,+48 787 568 450,2838,1
2839,+48 783 415 560,2839,1
2840,+48 729 845 688,2840,1
2841,668 894 277,2841,1
2842,533 765 813,2842,1
2843,516 508 721,2843,1
2844,886 663 802,2844,1
2845,694 133 384,2845,1
2846,609 088 148,2846,1
2847,+48 730 602 710,2847,1
2848,+48 733 722 323,2848,1
2849,22 742 82 74,2849,1
2850,538 680 015,2850,1
2851,+48 691 509 413,2851,1
2852,+48 786 051 756,2852,1
2853,+48 885 273 571,2853,1
2854,+48 882 277 926,2854,1
2855,699 452 139,2855,1
2856,+48 531 100 946,2856,1
2857,+48 600 975 320,2857,1
2858,570 303 972,2858,1
2859,+48 887 847 925,2859,1
2860,785 780 556,2860,1
2861,+48 882 394 449,2861,1
2862,+48 534 410 480,2862,1
2863,+48 661 184 765,2863,1
2864,+48 22 130 93 71,2864,1
2865,+48 22 280 19 68,2865,1
2866,32 313 56 62,2866,1
2867,+48 784 079 946,2867,1
2868,797 144 551,2868,1
2869,577 957 019,2869,1
2870,727 893 081,2870,1
2871,+48 789 283 253,2871,1
2872,724 272 390,2872,1
2873,608 535 009,2873,1
2874,722 776 241,2874,1
2875,730 828 461,2875,1
2876,+48 579 897 693,2876,1
2877,+48 784 098 856,2877,1
2878,+48 509 966 555,2878,1
2879,+48 607 343 152,2879,1
2880,571 111 846,2880,1
2881,+48 789 659 290,2881,1
2882,510 332 153,2882,1
2883,+48 578 301 759,2883,1
2884,501 109 873,2884,1
2885,790 265 476,2885,1
2886,724 633 244,2886,1
2887,508 151 609,2887,1
2888,690 171 393,2888,1
2889,+48 32 640 75 26,2889,1
2890,504 220 191,2890,1
2891,32 283 41 36,2891,1
2892,+48 789 876 493,2892,1
2893,729 015 554,2893,1
2894,786 783 550,2894,1
2895,+48 694 146 686,2895,1
2896,693 899 979,2896,1
2897,+48 535 919 418,2897,1
2898,+48 781 911 419,2898,1
2899,+48 731 716 505,2899,1
2900,501 052 256,2900,1
2901,+48 532 606 424,2901,1
2902,+48 728 187 315,2902,1
2903,666 712 227,2903,1
2904,+48 734 312 924,2904,1
2905,+48 607 741 572,2905,1
2906,667 827 597,2906,1
2907,+48 787 167 973,2907,1
2908,+48 512 350 781,2908,1
2909,739 978 810,2909,1
2910,+48 513 557 978,2910,1
2911,+48 602 396 111,2911,1
2912,884 155 381,2912,1
2913,+48 726 996 675,2913,1
2914,22 627 28 09,2914,1
2915,+48 738 357 354,2915,1
2916,884 428 544,2916,1
2917,+48 799 520 639,2917,1
2918,664 017 704,2918,1
2919,+48 739 934 369,2919,1
2920,790 325 998,2920,1
2921,+48 885 612 795,2921,1
2922,32 993 07 87,2922,1
2923,784 480 018,2923,1
2924,784 994 202,2924,1
2925,734 368 666,2925,1
2926,+48 785 606 114,2926,1
2927,728 623 825,2927,1
2928,+48 500 889 432,2928,1
2929,+48 32 018 10 83,2929,1
2930,+48 32 403 80 84,2930,1
2931,+48 22 093 53 39,2931,1
2932,661 379 344,2932,1
2933,+48 510 740 008,2933,1
2934,+48 793 004 541,2934,1
2935,796 377 941,2935,1
2936,+48 577 505 001,2936,1
2937,574 981 682,2937,1
2938,690 170 318,2938,1
2939,514 243 490,2939,1
2940,782 957 127,2940,1
2941,+48 699 760 641,2941,1
2942,669 537 883,2942,1
2943,722 321 779,2943,1
2944,+48 665 668 985,2944,1
2945,+48 733 688 819,2945,1
2946,696 897 571,2946,1
2947,+48 602 848 492,2947,1
2948,880 294 134,2948,1
2949,795 670 403,2949,1
2950,502 614 333,2950,1
2951,797 602 550,2951,1
2952,514 987 843,2952,1
2953,+48 726 427 828,2953,1
2954,735 884 043,2954,1
2955,+48 794 580 848,2955,1
2956,+48 604 383 011,2956,1
2957,+48 22 396 44 54,2957,1
2958,727 410 005,2958,1
2959,22 698 82 91,2959,1
2960,692 619 418,2960,1
2961,+48 32 342 79 34,2961,1
2962,+48 727 403 517,2962,1
2963,532 619 209,2963,1
2964,535 304 416,2964,1
2965,+48 789 454 993,2965,1
2966,+48 518 142 384,2966,1
2967,799 986 611,2967,1
2968,575 570 037,2968,1
2969,+48 601 081 519,2969,1
2970,731 572 524,2970,1
2971,+48 880 740 713,2971,1
2972,+48 798 100 424,2972,1
2973,+48 538 245 632,2973,1
2974,535 348 398,2974,1
2975,888 569 081,2975,1
2976,888 522 971,2976,1
2977,+48 513 002 275,2977,1
2978,534 310 502,2978,1
2979,537 919 232,2979,1
2980,+48 577 667 870,2980,1
2981,506 473 431,2981,1
2982,575 516 420,2982,1
2983,+48 735 426 542,2983,1
2984,728 724 227,2984,1
2985,+48 697 911 987,2985,1
2986,+48 794 836 467,2986,1
2987,781 187 269,2987,1
2988,+48 609 714 381,2988,1
2989,791 586 870,2989,1
2990,602 635 225,2990,1
2991,+48 512 431 570,2991,1
2992,722 284 853,2992,1
2993,+48 732 459 197,2993,1
2994,572 818 021,2994,1
2995,696 532 825,2995,1
2996,+48 665 676 220,2996,1
2997,+48 22 215 68 62,2997,1
2998,538 379 827,2998,1
2999,+48 516 887 185,2999,1
3000,+48 880 768 715,3000,1
3001,539 775 965,3001,1
3002,780 646 737,3002,1
3003,882 820 796,3003,1
3004,+48 530 768 238,3004,1
3005,780 526 969,3005,1
3006,+48 780 960 015,3006,1
3007,575 334 153,3007,1
3008,570 488 169,3008,1
3009,+48 799 604 089,3009,1
3010,+48 512 900 665,3010,1
3011,+48 503 760 439,3011,1
3012,32 357 18 52,3012,1
3013,+48 665 953 298,3013,1
3014,+48 32 917 08 77,3014,1
3015,32 003 88 90,3015,1
3016,609 863 136,3016,1
3017,+48 22 603 48 75,3017,1
3018,+48 538 637 736,3018,1
3019,501 190 312,3019,1
3020,662 163 947,3020,1
3021,+48 722 752 628,3021,1
3022,+48 794 789 794,3022,1
3023,+48 787 554 263,3023,1
3024,731 672 270,3024,1
3025,889 964 801,3025,1
3026,+48 22 268 57 93,3026,1
3027,+48 537 952 933,3027,1
3028,538 462 763,3028,1
3029,+48 512 909 235,3029,1
3030,694 131 662,3030,1
3031,+48 784 511 093,3031,1
3032,505 625 819,3032,1
3033,+48 663 025 411,3033,1
3034,+48 511 271 793,3034,1
3035,518 458 404,3035,1
3036,733 552 767,3036,1
3037,+48 691 746 107,3037,1
3038,693 357 788,3038,1
3039,+48 660 958 259,3039,1
3040,601 384 233,3040,1
3041,+48 604 881 534,3041,1
3042,799 861 159,3042,1
3043,22 391 91 06,3043,1
3044,603 445 377,3044,1
3045,+48 884 789 005,3045,1
3046,+48 794 144 222,3046,1
3047,+48 690 646 624,3047,1
3048,693 356 679,3048,1
3049,+48 22 645 50 01,3049,1
3050,+48 792 160 177,3050,1
3051,+48 781 643 157,3051,1
3052,538 968 299,3052,1
3053,660 200 180,3053,1
3054,+48 739 968 431,3054,1
3055,+48 518 188 346,3055,1
3056,575 568 414,3056,1
3057,787 508 870,3057,1
3058,531 839 956,3058,1
3059,+48 883 810 476,3059,1
3060,+48 22 570 76 47,3060,1
3061,883 958 418,3061,1
3062,+48 885 989 238,3062,1
3063,+48 693 963 484,3063,1
3064,692 517 253,3064,1
3065,574 615 201,3065,1
3066,786 697 786,3066,1
3067,516 605 116,3067,1
3068,739 954 156,3068,1
3069,+48 535 187 739,3069,1
3070,517 018 857,3070,1
3071,+48 577 799 234,3071,1
3072,664 367 751,3072,1
3073,+48 536 566 918,3073,1
3074,782 177 092,3074,1
3075,+48 509 192 483,3075,1
3076,+48 790 344 654,3076,1
3077,+48 798 112 263,3077,1
3078,+48 607 375 012,3078,1
3079,+48 880 970 600,3079,1
3080,796 700 052,3080,1
3081,600 116 944,3081,1
3082,608 937 270,3082,1
3083,530 433 483,3083,1
3084,+48 661 176 117,3084,1
3085,+48 606 738 988,3085,1
3086,+48 22 230 41 52,3086,1
3087,+48 739 247 834,3087,1
3088,+48 511 924 844,3088,1
3089,+48 503 309 823,3089,1
3090,32 276 33 26,3090,1
3091,+48 728 559 634,3091,1
3092,+48 32 047 83 96,3092,1
3093,666 789 526,3093,1
3094,570 392 197,3094,1
3095,+48 725 506 184,3095,1
3096,+48 738 667 343,3096,1
3097,733 248 773,3097,1
3098,+48 661 710 227,3098,1
3099,794 766 642,3099,1
3100,+48 796 363 231,3100,1
3101,+48 889 815 212,3101,1
3102,694 811 768,3102,1
3103,785 100 648,3103,1
3104,+48 22 289 83 20,3104,1
3105,+48 515 958 366,3105,1
3106,+48 515 425 102,3106,1
3107,+48 698 417 307,3107,1
3108,784 590 361,3108,1
3109,+48 609 221 486,3109,1
3110,786 880 903,3110,1
3111,792 999 697,3111,1
3112,665 048 032,3112,1
3113,+48 515 946 534,3113,1
3114,+48 782 719 515,3114,1
3115,+48 664 094 944,3115,1
3116,535 183 052,3116,1
3117,+48 787 686 614,3117,1
3118,695 134 658,3118,1
3119,572 838 105,3119,1
3120,881 709 449,3120,1
3121,+48 699 184 650,3121,1
3122,+48 570 400 953,3122,1
3123,516 069 402,3123,1
3124,665 357 280,3124,1
3125,531 872 966,3125,1
3126,+48 607 940 660,3126,1
3127,+48 515 927 930,3127,1
3128,+48 576 362 046,3128,1
3129,+48 508 356 091,3129,1
3130,+48 506 040 242,3130,1
3131,+48 32 344 63 80,3131,1
3132,+48 603 321 403,3132,1
3133,+48 797 118 564,3133,1
3134,+48 887 079 421,3134,1
3135,+48 886 795 519,3135,1
3136,504 391 643,3136,1
3137,730 657 627,3137,1
3138,789 445 124,3138,1
3139,725 012 315,3139,1
3140,666 725 024,3140,1
3141,+48 736 394 331,3141,1
3142,22 151 53 56,3142,1
3143,+48 887 289 752,3143,1
3144,+48 513 729 493,3144,1
3145,501 919 507,3145,1
3146,535 384 987,3146,1
3147,574 048 486,3147,1
3148,666 387 249,3148,1
3149,+48 793 727 214,3149,1
3150,668 545 017,3150,1
3151,+48 32 241 61 31,3151,1
3152,728 623 907,3152,1
3153,+48 697 533 690,3153,1
3154,697 481 329,3154,1
3155,+48 600 522 054,3155,1
3156,+48 510 806 132,3156,1
3157,+48 693 029 386,3157,1
3158,514 687 005,3158,1
3159,733 972 408,3159,1
3160,+48 607 312 603,3160,1
3161,605 649 924,3161,1
3162,+48 515 948 632,3162,1
3163,505 379 441,3163,1
3164,888 983 213,3164,1
3165,+48 886 890 327,3165,1
3166,22 325 01 34,3166,1
3167,511 538 385,3167,1
3168,+48 530 714 443,3168,1
3169,733 295 596,3169,1
3170,+48 607 862 526,3170,1
3171,784 990 656,3171,1
3172,603 277 392,3172,1
3173,798 907 845,3173,1
3174,+48 666 754 455,3174,1
3175,+48 506 691 308,3175,1
3176,+48 32 168 46 12,3176,1
3177,600 221 248,3177,1
3178,887 389 310,3178,1
3179,+48 788 164 936,3179,1
3180,721 650 926,3180,1
3181,+48 669 946 619,3181,1
3182,22 747 16 42,3182,1
3183,790 968 774,3183,1
3184,+48 535 405 829,3184,1
3185,785 821 648,3185,1
3186,+48 782 517 682,3186,1
3187,+48 604 957 246,3187,1
3188,667 572 453,3188,1
3189,+48 880 157 599,3189,1
3190,602 480 765,3190,1
3191,666 846 783,3191,1
3192,665 113 605,3192,1
3193,+48 788 854 230,3193,1
3194,+48 539 354 246,3194,1
3195,791 401 694,3195,1
3196,609 693 242,3196,1
3197,+48 607 521 360,3197,1
3198,+48 539 431 751,3198,1
3199,534 730 465,3199,1
3200,+48 731 125 048,3200,1
3201,+48 663 871 054,3201,1
3202,22 661 23 92,3202,1
3203,+48 662 402 071,3203,1
3204,+48 576 707 709,3204,1
3205,600 795 174,3205,1
3206,+48 663 307 479,3206,1
3207,22 335 34 07,3207,1
3208,+48 609 297 972,3208,1
3209,794 416 829,3209,1
3210,+48 797 521 091,3210,1
3211,734 031 721,3211,1
3212,+48 668 741 570,3212,1
3213,578 104 744,3213,1
3214,22 841 65 01,3214,1
3215,+48 32 737 05 24,3215,1
3216,+48 781 203 644,3216,1
3217,782 596 499,3217,1
3218,537 592 315,3218,1
3219,690 455 272,3219,1
3220,+48 880 053 901,3220,1
3221,+48 32 179 09 47,3221,1
3222,697 613 305,3222,1
3223,727 442 586,3223,1
3224,889 568 754,3224,1
3225,735 598 798,3225,1
3226,+48 887 422 951,3226,1
3227,+48 661 098 310,3227,1
3228,+48 570 347 800,3228,1
3229,504 250 038,3229,1
3230,+48 516 095 386,3230,1
3231,788 658 832,3231,1
3232,+48 517 523 936,3232,1
3233,511 137 435,3233,1
3234,+48 884 405 689,3234,1
3235,+48 667 428 203,3235,1
3236,+48 601 607 964,3236,1
3237,+48 728 194 985,3237,1
3238,+48 781 431 557,3238,1
3239,+48 730 953 660,3239,1
3240,+48 535 463 373,3240,1
3241,+48 783 514 162,3241,1
3242,+48 693 448 816,3242,1
3243,602 306 544,3243,1
3244,+48 22 486 29 02,3244,1
3245,+48 532 230 526,3245,1
3246,32 357 65 55,3246,1
3247,691 887 832,3247,1
3248,+48 739 975 345,3248,1
3249,+48 694 190 122,3249,1
3250,+48 533 165 415,3250,1
3251,570 626 064,3251,1
3252,578 376 768,3252,1
3253,22 584 19 87,3253,1
3254,+48 693 664 428,3254,1
3255,+48 514 393 068,3255,1
3256,698 905 854,3256,1
3257,665 207 896,3257,1
3258,+48 731 464 067,3258,1
3259,731 667 460,3259,1
3260,514 174 134,3260,1
3261,+48 22 193 52 97,3261,1
3262,+48 609 863 676,3262,1
3263,+48 731 784 052,3263,1
3264,796 138 702,3264,1
3265,575 732 621,3265,1
3266,697 896 758,3266,1
3267,725 738 426,3267,1
3268,785 191 989,3268,1
3269,+48 577 692 571,3269,1
3270,+48 576 605 299,3270,1
3271,32 466 13 95,3271,1
3272,+48 799 888 785,3272,1
3273,795 526 550,3273,1
3274,+48 22 290 63 47,3274,1
3275,513 231 963,3275,1
3276,662 789 265,3276,1
3277,+48 736 807 986,3277,1
3278,664 814 992,3278,1
3279,+48 22 706 33 56,3279,1
3280,32 999 15 38,3280,1
3281,662 612 922,3281,1
3282,+48 32 391 41 75,3282,1
3283,+48 667 071 567,3283,1
3284,+48 727 932 415,3284,1
3285,+48 601 863 158,3285,1
3286,+48 572 661 168,3286,1
3287,32 779 60 94,3287,1
3288,501 285 672,3288,1
3289,576 974 272,3289,1
3290,882 505 023,3290,1
3291,+48 32 573 86 01,3291,1
3292,+48 882 311 427,3292,1
3293,722 044 156,3293,1
3294,+48 732 216 186,3294,1
3295,533 960 408,3295,1
3296,+48 884 303 995,3296,1
3297,22 909 79 59,3297,1
3298,697 699 916,3298,1
3299,881 435 658,3299,1
3300,607 930 036,3300,1
3301,+48 695 356 444,3301,1
3302,+48 608 577 326,3302,1
3303,+48 530 993 140,3303,1
3304,+48 695 967 047,3304,1
3305,786 281 589,3305,1
3306,+48 600 791 876,3306,1
3307,22 721 74 24,3307,1
3308,696 948 732,3308,1
3309,+48 604 050 998,3309,1
3310,+48 32 627 90 51,3310,1
3311,733 508 854,3311,1
3312,+48 669 105 632,3312,1
3313,665 961 094,3313,1
3314,+48 886 933 124,3314,1
3315,733 540 872,3315,1
3316,662 725 527,3316,1
3317,720 163 902,3317,1
3318,+48 889 921 308,3318,1
3319,+48 538 162 009,3319,1
3320,32 288 10 35,3320,1
3321,790 670 486,3321,1
3322,+48 530 326 007,3322,1
3323,+48 791 949 761,3323,1
3324,+48 531 145 458,3324,1
3325,+48 576 725 805,3325,1
3326,787 343 193,3326,1
3327,+48 501 797 793,3327,1
3328,+48 22 709 10 68,3328,1
3329,+48 785 569 446,3329,1
3330,662 088 852,3330,1
3331,+48 669 543 615,3331,1
3332,781 572 100,3332,1
3333,32 948 96 63,3333,1
3334,690 125 840,3334,1
3335,+48 512 955 262,3335,1
3336,793 335 653,3336,1
3337,789 211 866,3337,1
3338,+48 888 980 664,3338,1
3339,730 422 945,3339,1
3340,537 637 776,3340,1
3341,533 621 001,3341,1
3342,+48 605 818 002,3342,1
3343,722 736 981,3343,1
3344,787 855 171,3344,1
3345,732 917 002,3345,1
3346,+48 601 111 895,3346,1
3347,32 998 33 56,3347,1
3348,+48 531 615 821,3348,1
3349,+48 783 139 065,3349,1
3350,+48 602 604 368,3350,1
3351,+48 727 836 188,3351,1
3352,+48 669 755 096,3352,1
3353,+48 509 657 443,3353,1
3354,+48 697 196 276,3354,1
3355,665 376 679,3355,1
3356,722 543 118,3356,1
3357,+48 883 059 909,3357,1
3358,602 349 366,3358,1
3359,+48 729 198 281,3359,1
3360,737 834 168,3360,1
3361,22 950 19 16,3361,1
3362,32 058 02 06,3362,1
3363,+48 785 513 534,3363,1
3364,+48 22 409 33 32,3364,1
3365,+48 665 234 958,3365,1
3366,+48 888 787 785,3366,1
3367,690 742 125,3367,1
3368,+48 730 013 640,3368,1
3369,+48 576 304 138,3369,1
3370,+48 727 146 972,3370,1
3371,886 059 163,3371,1
3372,+48 722 087 093,3372,1
3373,+48 607 933 910,3373,1
3374,500 264 793,3374,1
3375,725 708 268,3375,1
3376,+48 794 437 739,3376,1
3377,+48 506 169 153,3377,1
3378,+48 735 827 873,3378,1
3379,+48 32 588 61 83,3379,1
3380,725 326 615,3380,1
3381,+48 783 715 243,3381,1
3382,885 331 310,3382,1
3383,722 327 191,3383,1
3384,+48 606 085 679,3384,1
3385,+48 575 622 321,3385,1
3386,884 882 107,3386,1
3387,32 465 17 20,3387,1
3388,+48 534 855 104,3388,1
3389,796 394 485,3389,1
3390,722 166 891,3390,1
3391,784 528 740,3391,1
3392,+48 533 079 809,3392,1
3393,+48 32 296 10 06,3393,1
3394,507 978 825,3394,1
3395,+48 669 708 395,3395,1
3396,22 426 66 12,3396,1
3397,883 656 504,3397,1
3398,604 504 531,3398,1
3399,32 585 32 52,3399,1
3400,32 030 36 06,3400,1
3401,+48 883 295 171,3401,1
3402,+48 885 663 251,3402,1
3403,+48 516 511 540,3403,1
3404,787 738 410,3404,1
3405,+48 508 745 401,3405,1
3406,534 380 778,3406,1
3407,+48 737 925 088,3407,1
3408,796 062 189,3408,1
3409,604 089 743,3409,1
3410,799 720 124,3410,1
3411,+48 788 997 573,3411,1
3412,579 938 069,3412,1
3413,+48 796 742 701,3413,1
3414,+48 783 926 125,3414,1
3415,607 057 673,3415,1
3416,+48 575 978 599,3416,1
3417,738 840 867,3417,1
3418,539 277 640,3418,1
3419,695 394 780,3419,1
3420,796 495 252,3420,1
3421,+48 668 170 554,3421,1
3422,+48 530 588 377,3422,1
3423,503 544 919,3423,1
3424,22 364 64 79,3424,1
3425,+48 783 290 541,3425,1
3426,+48 608 148 134,3426,1
3427,+48 32 295 30 65,3427,1
3428,+48 530 886 354,3428,1
3429,+48 602 564 347,3429,1
3430,519 578 442,3430,1
3431,881 973 610,3431,1
3432,+48 22 305 95 18,3432,1
3433,+48 502 582 885,3433,1
3434,690 476 209,3434,1
3435,531 490 423,3435,1
3436,572 714 624,3436,1
3437,+48 728 142 026,3437,1
3438,571 798 416,3438,1
3439,22 355 05 10,3439,1
3440,+48 22 446 35 13,3440,1
3441,791 491 000,3441,1
3442,+48 602 765 138,3442,1
3443,32 424 99 99,3443,1
3444,32 412 31 05,3444,1
3445,516 644 081,3445,1
3446,693 512 119,3446,1
3447,+48 727 020 627,3447,1
3448,602 757 048,3448,1
3449,+48 32 423 97 00,3449,1
3450,+48 602 447 159,3450,1
3451,32 466 57 75,3451,1
3452,720 217 073,3452,1
3453,+48 516 366 884,3453,1
3454,574 980 872,3454,1
3455,+48 788 981 052,3455,1
3456,539 870 193,3456,1
3457,+48 883 826 623,3457,1
3458,883 063 044,3458,1
3459,+48 32 612 42 22,3459,1
3460,722 491 571,3460,1
3461,780 281 731,3461,1
3462,+48 887 489 839,3462,1
3463,32 168 69 83,3463,1
3464,578 198 368,3464,1
